x1,x2,x3,x4,x5,y
0.841751675,7142.408219,3.400020579,1.742222878,8.97E-07,24067717.69
0.607324953,2339.477379,8.359720382,10.20071704,3.90E-07,748788.3321
0.45104294,9437.922222,2.045484814,4.299445497,1.91E-07,1342271.383
0.719880064,5242.569659,7.085128355,7.831019651,6.99E-07,5249024.665
0.671072193,7790.821729,9.072312889,6.40621837,6.72E-07,5962908.754
0.357936042,3584.963507,4.110781656,5.535259355,3.24E-07,361455.9454
0.481680064,6611.53583,5.445046782,11.62394035,5.22E-07,1065588.912
0.829312067,1815.677456,0.407234745,0.505059742,8.72E-07,6923918.546
0.775831037,9332.958573,5.91618523,4.625930842,4.37E-07,10342081.72
0.533246059,4573.93873,0.878386883,7.499240107,9.97E-07,1739372.999
0.376374312,7317.476312,9.53858071,1.410625996,7.72E-07,2613435.923
0.654548892,3078.075456,4.57703575,10.52738563,2.10E-07,840065.7144
0.736441675,5591.207587,1.574346701,9.699739649,2.90E-07,3057890.61
0.432566093,1359.016493,6.613975286,2.423966248,5.85E-07,432925.0853
0.555806098,8740.496078,2.933752498,8.325308119,8.12E-07,3290916.883
0.895185833,3971.10787,7.893467145,3.611241313,5.16E-07,9934633.59
0.869532241,8487.554095,1.070000806,11.92229743,7.10E-07,20905072.59
0.579475932,4246.024622,6.029715453,0.161892073,1.56E-07,3481979.454
0.422151834,5862.2751,4.688125965,6.063323813,3.82E-07,822592.0865
0.748840225,1101.126639,9.727754551,5.833706368,9.37E-07,1824310.12
0.620186155,7587.996487,6.4223614,3.861232735,8.56E-07,6007769.356
0.408890545,2820.736897,1.460816441,8.221491717,5.68E-07,362781.6378
0.531489142,9079.469252,7.782376967,2.132970691,3.42E-07,3483749.744
0.779433924,4849.406776,2.744578619,9.762597296,6.31E-07,6192918.73
0.795969913,6319.006085,8.56111553,8.634629036,2.56E-07,4488484.74
0.513037926,2121.387609,3.523303493,3.255620454,7.56E-07,938163.1797
0.357346042,8101.480827,7.205966569,9.344394536,9.56E-07,891266.6625
0.673645951,3296.284073,2.244435335,2.733380182,4.54E-07,2587840.635
0.695384843,9748.030025,3.909386471,0.959962187,4.81E-07,12138304.32
0.47369219,4954.437563,8.949030012,10.92882511,8.23E-07,1013155.799
0.597939824,6849.32718,0.286396495,5.027643433,6.25E-07,3528498.234
0.852983309,2645.734871,5.246096298,7.048666233,2.82E-07,2869683.38
0.862397663,9645.273332,9.454905498,10.08983341,8.88E-07,28147926.36
0.588593795,5404.224527,4.494637738,1.994363236,5.45E-07,3579882.849
0.465397053,7024.387527,5.677512614,7.895770834,3.21E-07,992887.8746
0.70361132,2263.719735,0.638513353,4.001263635,6.62E-07,2386863.138
