x1,x2,x3,x4,log_x3,b21,s21
0.61149037,6369.126,0.0931307,10.600452,-2.3737514,-0.96690357,4.044572
0.6349858,4731.001,0.73854566,10.385028,-0.30307236,-1.6723154,7.8425283
0.630927,5203.9854,0.5113521,10.45227,-0.6706968,-1.4334584,6.188964
0.59921205,6371.122,1.2210789,10.150568,0.19973484,0.80890864,4.4816713
0.59559107,6840.418,2.5134182,10.022891,0.9216436,0.93126816,4.2644053
0.5937286,6759.8423,3.5849953,9.996897,1.2767571,0.73248285,4.385824
0.607461,6007.444,0.11576348,9.889818,-2.1562061,-0.4647455,6.811565
0.5968432,6155.219,3.098629,9.778708,1.1309597,0.99881935,4.503127
0.6011685,6296.0166,4.2548857,9.729773,1.4480679,0.7758869,4.721509
0.6213456,4368.531,0.049402237,10.574152,-3.0077596,-1.073434,5.8549004
0.6432398,4338.2593,2.438803,9.818967,0.8915073,0.0013440743,4.674777
0.6391298,4557.984,0.8628879,10.110162,-0.14747049,-0.1814856,6.1324105
0.6650914,3932.8562,1.7171876,10.226825,0.54068786,1.0478286,5.8439302
0.66826403,3805.6177,7.781319,10.147598,2.0517259,0.6113945,6.6280107
0.67311645,3594.3542,0.2587307,10.1622925,-1.3519675,-0.32976595,4.7131405
0.65447843,4107.0312,2.6342826,10.259503,0.96861094,-0.9346566,5.8581886
0.6518514,4081.1636,0.06194188,10.185821,-2.7815588,1.1546543,4.761814
0.63152814,4500.15,0.0326953,10.485257,-3.420524,-0.37752664,5.493772
0.6367331,4689.659,0.07382635,10.22589,-2.6060395,1.2445892,4.0606613
0.6153296,5443.025,1.5188395,10.663047,0.41794655,-1.4717938,6.6135106
0.6213157,5324.349,0.14132215,10.334588,-1.9567132,1.07785,5.6992183
0.6185348,5282.26,0.13719277,10.387015,-1.9863683,0.30114597,6.0645556
0.6154139,5661.228,0.27948076,10.215527,-1.2748219,-0.2195805,5.1301007
0.6128648,6028.743,0.3011654,10.290806,-1.2000957,0.18451294,5.136121
0.6146127,5280.9756,0.039463535,10.613335,-3.2323782,-1.6633909,5.0669136
0.6123242,5533.461,2.5518508,10.640123,0.93681896,0.87007016,5.7965603
0.6054055,5633.1167,4.2393265,10.738854,1.4444044,0.9561887,6.369684
0.6065471,4914.049,0.6947869,10.775988,-0.36415005,0.23875742,5.37258
0.62256795,5213.9873,1.3459861,10.33597,0.29712698,0.5945318,5.269495
0.62709045,5172.484,0.11961127,10.328524,-2.1235082,-0.62506086,5.071218
0.63040745,4687.65,0.5041135,10.511607,-0.6849538,0.5628859,5.470924
0.6221153,5298.1143,0.3827386,10.1430235,-0.960403,-0.99716824,6.9304867
0.6181458,5022.849,0.020327866,10.443853,-3.8957627,1.2526237,6.06027
0.59406817,6627.457,7.413441,9.884307,2.0032947,-1.1902353,4.418982
0.5902314,7049.6587,2.4110591,9.91799,0.88006616,-1.6495155,4.417435
0.5895622,6669.4336,0.019006852,9.870183,-3.9629557,1.9417306,5.4157405
0.5941867,6550.0024,0.36796674,10.045937,-0.9997627,1.092931,4.49978
0.61441207,5990.5527,7.557537,10.127843,2.0225453,-0.27157834,5.9052143
0.5837788,6858.378,0.028198682,9.812138,-3.56848,0.93772274,5.1402135
0.6317046,4649.1406,6.1306615,10.448038,1.8133026,-0.7258686,5.451542
0.61395764,5433.8804,0.04747614,10.522156,-3.047528,1.2712984,4.9266367
0.6187152,5858.827,3.0369864,10.101529,1.1108657,-0.7364013,5.590119
0.62768126,5454.6147,1.1857111,10.491158,0.17034271,-1.7216219,5.7548914
0.61009955,5455.265,0.29711208,10.263317,-1.2136458,2.164587,6.405813
0.6024457,6270.699,5.288768,10.196757,1.6655853,0.6710528,5.3802037
0.60890996,5877.3584,2.7807918,10.057182,1.0227357,-0.15387061,5.0530686
0.5961892,6996.9775,0.31833547,10.144989,-1.1446495,0.80316705,5.8100834
