x1,x2,x3,x4,x5,y
0.104235095,1297299.824,52.59350634,6.35781268,3.45E-07,30636541.68
0.689579414,9048923.73,35.26729585,0.50062842,9.90E-07,22165076555
0.97395121,2729546.108,83.76666336,9.149563548,7.84E-07,15185729861
0.325984815,5129532.381,4.142490376,2.665605796,5.51E-07,186006341.1
0.388138284,4883010.739,48.50495833,3.797147264,3.75E-07,740685107.1
0.787024001,7282349.174,62.79463013,8.095850722,5.88E-07,NaN
0.502548021,941783.8099,17.5693607,1.632502447,8.08E-07,559760835.2
0.166040229,8691539.298,93.77857782,5.304356195,1.56E-07,290193171.5
0.198236533,3650976.801,20.37647037,8.269968765,9.03E-07,139927033
0.59608086,6089984.12,90.92169355,4.910264409,2.73E-07,1911941253
0.817449228,2250712.325,39.4461886,6.066729161,4.92E-07,3264985266
0.48198284,9963240.09,71.89975318,2.080251312,6.84E-07,4364468118
0.294151322,30191.96638,80.7159877,0.636256474,6.67E-07,12534491.98
0.880537046,7740926.408,7.146429753,7.432439836,4.56E-07,NaN
0.659034439,3919755.217,61.89546059,3.466621185,2.50E-07,1777493478
0.010026654,6358189.793,26.01473622,9.635954836,8.73E-07,57584508.79
0.03910798,4226117.346,88.98417874,1.278434288,5.24E-07,321558797.4
0.625573841,6669396.103,24.67057952,5.579539942,7.60E-07,4375874189
0.913955713,343934.8338,69.96938861,4.073093336,9.66E-07,1665650779
0.265111928,8059513.456,43.73524705,7.742542804,3.17E-07,380380441.8
0.452893877,1949320.428,9.870434896,8.874380658,1.81E-07,183492301
0.850947981,9666768.661,77.22056983,3.019674811,8.36E-07,NaN
0.562669815,3322522.296,28.74589012,6.711119668,6.17E-07,1224184418
0.227237788,5766450.082,58.39499052,0.224681418,4.01E-07,3440481475
0.133094585,642850.0794,31.74907923,3.190598895,7.09E-07,35598432.38
0.532060438,8397526.035,55.34354076,9.989186537,5.21E-07,1953477327
0.757469652,4552094.008,0.618649376,0.990248416,3.02E-07,5012571275
0.42112586,6956352.91,86.52327434,7.157179872,9.29E-07,NaN
0.35889232,3033445.899,67.11172875,5.713498391,8.46E-07,411658171.3
0.944446416,5438276.353,46.54160497,2.356274532,2.25E-07,8260132660
0.719171917,1613500.746,98.09005354,8.545227873,4.31E-07,1100962452
0.071239882,9369968.833,15.61258539,4.556271611,6.39E-07,259293820.7
0.086542728,2570165.212,38.87396561,0.116851909,1.71E-07,1510878589
0.734387066,5286244.43,74.77908201,6.742269455,7.93E-07,6573907347
0.960393037,1453056.468,20.05448902,2.903125509,5.87E-07,NaN
0.37492663,8895835.821,93.64843601,8.911525459,3.77E-07,743924732.2
0.436852182,1096358.669,59.7851676,7.545500534,5.73E-07,172779507.3
0.773237888,8539785.859,27.30716629,4.346805799,7.63E-07,14546437273
0.547583583,4722295.483,78.85593635,5.376597931,9.82E-07,2266304608
0.148575809,7440243.121,8.286273459,1.560809382,3.54E-07,732973113.4
0.243029452,2403762.631,81.66247383,4.52649255,8.88E-07,194700735.4
