x1,x2,x3,x4,x5,y
0.3508747915178538,5046.244012191892,0.7361541756903753,4.961281541259959,8.897240600542608e-07,732700.3475129032
0.713816564,6931.545058265328,8.137297952651977,6.557001269236207,8.897240600542605e-07,8340062.746685433
0.8855595973134041,3105.6536193937063,2.865475165084936,2.960375440483913,8.897240600542601e-07,12231017.304303132
0.5313854822516442,8885.307310149074,5.461194906,10.337398208361119,8.897240600542608e-07,2732630.423932776
0.6192078913748265,1327.4605637416244,9.053502920562401,10.597614411218093,8.897240600542606e-07,787787.5809245964
0.7987667866051198,8417.912079952657,1.4598100982764735,0.030625235,8.897240600542603e-07,49760078.769567676
0.6249040763825179,3307.576256804168,7.353862221628428,8.500475497,8.897240600542603e-07,2088042.847203405
0.4365785919874907,6415.801133029163,4.956184141120874,4.095331263653934,8.897240600542609e-07,1761654.3382105902
0.4507859035581351,2389.097709208727,6.294784959614278,0.9688750540651381,8.897240600542605e-07,1583338.0106490236
0.68287791,9865.546863526106,3.8967993498956788,11.53293358954601,8.897240600542608e-07,8122497.474834299
0.7933229099214077,4917.745262384415,9.791271159732714,3.156847036220133,8.897240600542607e-07,11421696.763232205
0.5524621777236463,7358.860097825527,2.197275576130487,7.564921910399571,8.8972406005426e-07,2974206.7052387428
0.5018661880493165,4296.550155617297,3.2900243068197743,7.492140889316797,8.897240600542603e-07,1275662.4584227381
0.8472727125883104,5725.677856244147,5.885436518186704,5.899345012800768,8.897240600542606e-07,16375591.341896934
0.7345734579116107,1745.9039287641644,0.6140331936096773,9.402390085663646,8.89724060054261e-07,2169942.6470759185
0.39793245442211633,8263.118026,8.014874209,2.0224434663262216,8.897240600542604e-07,2771584.000163328
0.3825947316735983,2090.841129422188,4.152467955617235,8.795479569397866,8.897240600542607e-07,288653.09745179414
0.7542861952632667,7913.788355886936,6.595310385,4.2212956956122065,8.897240600542601e-07,13693476.822988264
0.8625938962399959,4092.168603092432,1.9461741479597985,11.103755264598876,8.897240600542605e-07,11808662.45143415
0.4821700231730938,5934.451844543219,9.504468201327137,0.6955604120623321,8.897240600542609e-07,5269605.469067546
0.5678004491329194,4559.692864306271,6.225926399785094,2.2665195937268434,8.897240600542609e-07,3451242.609
0.7736096531152725,7712.515902705491,3.6631642660163344,9.860899116313085,8.897240600542604e-07,12343693.816762833
0.6675572795420885,2606.7307153716683,7.689918594350107,4.852517360076308,8.897240600542601e-07,2615822.2606324367
0.47048155315220364,9652.310484088957,0.24605163091234863,6.244052985431626,8.897240600542606e-07,2529735.369982838
0.42125766910612583,3656.9764520972967,8.504898121018893,9.300038032224402,8.8972406005426e-07,625039.1960963581
0.6445999846607446,6070.797665044665,1.061338687,1.7027292982302606,8.897240600542607e-07,7546482.187019763
0.8141053166985512,1118.753345683217,5.087826050269418,6.804691095696762,8.897240600542608e-07,2550202.014
0.5994943425059319,8622.222537,2.5253666778169572,5.416084681749344,8.897240600542605e-07,5393119.0940343235
0.5467069245874883,2751.789423637092,1.7462315878532826,3.658056224072352,8.897240600542604e-07,1493887.6591432914
